Bib,Zip,Age,Age Group,Gender,First Half,Second Half,Finish,Positive Split,Percent Change
9154,48642,51,50-54,F,5613.00,6110.00,11723.00,497.00,0.08854445
6383,95816,37,35-39,M,5415.00,6310.00,11725.00,895.00,0.165281625
420,94596,34,Under 35,M,4623.00,7102.00,11725.00,2479.00,0.536231884
5383,94110,36,35-39,M,5077.00,6648.00,11725.00,1571.00,0.309434706
12521,37069,32,Under 35,F,5769.00,5957.00,11726.00,188.00,0.03258797
12560,74501,39,35-39,F,5685.00,6041.00,11726.00,356.00,0.062620932
7229,3054,35,35-39,M,5374.00,6353.00,11727.00,979.00,0.182173428
1054,28204,28,Under 35,M,5028.00,6699.00,11727.00,1671.00,0.332338902
1491,94556,44,40-44,M,5051.00,6677.00,11728.00,1626.00,0.321916452
8629,45244,39,35-39,F,5405.00,6324.00,11729.00,919.00,0.170027752
7556,46032,41,40-44,M,5410.00,6320.00,11730.00,910.00,0.168207024
11109,30904,28,Under 35,F,5357.00,6373.00,11730.00,1016.00,0.189658391
9862,59937,36,35-39,F,5598.00,6132.00,11730.00,534.00,0.095391211
8737,97603,42,40-44,M,5867.00,5864.00,11731.00,-3.00,-0.000511335
14952,40245,27,Under 35,F,5727.00,6004.00,11731.00,277.00,0.048367383
11763,94123,33,Under 35,F,5780.00,5951.00,11731.00,171.00,0.029584775
29576,2138,29,Under 35,M,5693.00,6038.00,11731.00,345.00,0.060600738
12109,33326,54,50-54,M,5776.00,5957.00,11733.00,181.00,0.031336565
5656,89144,40,40-44,M,5387.00,6346.00,11733.00,959.00,0.178021162
8169,43026,43,40-44,M,5571.00,6162.00,11733.00,591.00,0.106085083
15449,20817,27,Under 35,F,5605.00,6128.00,11733.00,523.00,0.093309545
7675,84098,45,45-49,F,5777.00,5958.00,11735.00,181.00,0.031331141
414,30750,24,Under 35,M,4539.00,7197.00,11736.00,2658.00,0.58559154
5543,44313,41,40-44,M,5336.00,6400.00,11736.00,1064.00,0.1994003
11466,32312,29,Under 35,F,5600.00,6137.00,11737.00,537.00,0.095892857
2710,2139,28,Under 35,M,4542.00,7195.00,11737.00,2653.00,0.584103919
10007,6878,47,45-49,M,5627.00,6110.00,11737.00,483.00,0.085836147
8853,98586,55,55-59,M,5330.00,6407.00,11737.00,1077.00,0.20206379
8073,11375,37,35-39,F,5383.00,6355.00,11738.00,972.00,0.180568456
5950,14125,33,Under 35,F,5593.00,6145.00,11738.00,552.00,0.098694797
5170,21214,37,35-39,M,5400.00,6339.00,11739.00,939.00,0.173888889
13056,2127,25,Under 35,F,5666.00,6073.00,11739.00,407.00,0.07183198
11662,54650,57,55-59,M,5771.00,5969.00,11740.00,198.00,0.034309478
12769,38103,25,Under 35,F,5517.00,6223.00,11740.00,706.00,0.127968099
5054,19803,45,45-49,M,5443.00,6297.00,11740.00,854.00,0.156898769
6206,10044,51,50-54,M,5462.00,6278.00,11740.00,816.00,0.149395826
14923,29681,33,Under 35,F,5258.00,6482.00,11740.00,1224.00,0.232788132
12838,94121,31,Under 35,F,5896.00,5844.00,11740.00,-52.00,-0.008819539
10354,28211,31,Under 35,F,5632.00,6109.00,11741.00,477.00,0.084694602
12223,54021,25,Under 35,F,5683.00,6059.00,11742.00,376.00,0.066162238
12397,84045,29,Under 35,F,5508.00,6234.00,11742.00,726.00,0.131808279
8929,14586,48,45-49,M,5273.00,6469.00,11742.00,1196.00,0.226815854
4455,44109,28,Under 35,F,5260.00,6483.00,11743.00,1223.00,0.232509506
16954,6076,36,35-39,F,5708.00,6036.00,11744.00,328.00,0.05746321
4725,22554,32,Under 35,M,5337.00,6407.00,11744.00,1070.00,0.200487165
10922,20139,32,Under 35,F,5646.00,6098.00,11744.00,452.00,0.080056677
12753,5445,41,40-44,F,5776.00,5968.00,11744.00,192.00,0.033240997
9531,46032,48,45-49,M,5510.00,6234.00,11744.00,724.00,0.131397459
1821,60056,29,Under 35,M,5291.00,6454.00,11745.00,1163.00,0.21980722
15070,80513,36,35-39,F,5499.00,6246.00,11745.00,747.00,0.135842881
9727,62712,50,50-54,M,5464.00,6282.00,11746.00,818.00,0.149707174
1068,94538,34,Under 35,M,5031.00,6716.00,11747.00,1685.00,0.334923474
8319,21014,43,40-44,F,5591.00,6156.00,11747.00,565.00,0.101055267
13839,92620,56,55-59,M,5737.00,6011.00,11748.00,274.00,0.047760153
9871,97202,26,Under 35,F,5768.00,5980.00,11748.00,212.00,0.036754508
9214,64111,23,Under 35,F,5282.00,6466.00,11748.00,1184.00,0.224157516
8240,6085,36,35-39,F,5354.00,6395.00,11749.00,1041.00,0.194434068
8881,91384,43,40-44,M,5192.00,6558.00,11750.00,1366.00,0.263097072
8412,76116,29,Under 35,F,5637.00,6114.00,11751.00,477.00,0.084619478
6054,62411,44,40-44,M,5419.00,6332.00,11751.00,913.00,0.16848127
9179,37363,33,Under 35,F,5495.00,6256.00,11751.00,761.00,0.138489536
2513,7016,41,40-44,M,5202.00,6550.00,11752.00,1348.00,0.259131103
5704,10024,37,35-39,M,5763.00,5989.00,11752.00,226.00,0.039215686
7881,80304,46,45-49,M,5626.00,6127.00,11753.00,501.00,0.089050835
10041,46970,57,55-59,M,5682.00,6071.00,11753.00,389.00,0.068461809
6380,89084,39,35-39,M,5204.00,6549.00,11753.00,1345.00,0.258455035
5599,6033,47,45-49,M,5748.00,6005.00,11753.00,257.00,0.044711204
16161,21012,21,Under 35,F,5877.00,5877.00,11754.00,0.00,0
13608,89408,29,Under 35,F,5889.00,5865.00,11754.00,-24.00,-0.004075395
12499,11222,32,Under 35,F,5649.00,6105.00,11754.00,456.00,0.080722252
14066,2145,40,40-44,F,5835.00,5920.00,11755.00,85.00,0.014567266
7192,10024,55,55-59,M,5331.00,6424.00,11755.00,1093.00,0.205027199
5850,47909,54,50-54,M,5600.00,6156.00,11756.00,556.00,0.099285714
9746,33470,36,35-39,F,5591.00,6165.00,11756.00,574.00,0.102664997
9000,12303,45,45-49,F,5530.00,6226.00,11756.00,696.00,0.125858951
3062,44202,19,Under 35,M,5224.00,6533.00,11757.00,1309.00,0.250574273
10398,60647,47,45-49,M,5700.00,6057.00,11757.00,357.00,0.062631579
10811,33549,47,45-49,M,5758.00,5999.00,11757.00,241.00,0.041854811
9858,2482,40,40-44,F,5620.00,6137.00,11757.00,517.00,0.091992883
2582,43103,28,Under 35,M,5164.00,6593.00,11757.00,1429.00,0.27672347
7055,94501,50,50-54,M,5398.00,6359.00,11757.00,961.00,0.1780289
13444,46845,38,35-39,F,5795.00,5963.00,11758.00,168.00,0.028990509
7884,94977,58,55-59,F,5480.00,6279.00,11759.00,799.00,0.14580292
11181,55410,46,45-49,M,5459.00,6300.00,11759.00,841.00,0.15405752
7109,60563,48,45-49,M,5525.00,6234.00,11759.00,709.00,0.128325792
14848,10027,35,35-39,F,5634.00,6125.00,11759.00,491.00,0.08714945
15333,1945,39,35-39,F,5801.00,5958.00,11759.00,157.00,0.027064299
11959,49707,29,Under 35,F,5662.00,6097.00,11759.00,435.00,0.076827976
5989,2468,58,55-59,M,5487.00,6273.00,11760.00,786.00,0.143247676
11538,2116,25,Under 35,F,5594.00,6166.00,11760.00,572.00,0.102252413
10341,6897,55,55-59,M,5681.00,6079.00,11760.00,398.00,0.070058088
13112,19382,43,40-44,F,5799.00,5961.00,11760.00,162.00,0.027935851
13052,30316,37,35-39,F,5568.00,6192.00,11760.00,624.00,0.112068966
15413,2130,29,Under 35,F,5477.00,6284.00,11761.00,807.00,0.147343436
6607,10028,36,35-39,M,5755.00,6006.00,11761.00,251.00,0.043614248
7515,68310,57,55-59,M,5430.00,6331.00,11761.00,901.00,0.165930018
9710,94566,48,45-49,M,5676.00,6085.00,11761.00,409.00,0.072057787
7462,97333,43,40-44,M,5446.00,6316.00,11762.00,870.00,0.159750275
17031,14052,44,40-44,F,5610.00,6152.00,11762.00,542.00,0.096613191
3931,84117,32,Under 35,M,5256.00,6506.00,11762.00,1250.00,0.23782344
17451,43112,35,35-39,F,5517.00,6246.00,11763.00,729.00,0.132137031
4006,63385,26,Under 35,M,4622.00,7142.00,11764.00,2520.00,0.54521852
1067,84020,35,35-39,M,4618.00,7146.00,11764.00,2528.00,0.547423127
8005,55427,42,40-44,M,5614.00,6150.00,11764.00,536.00,0.095475597
5671,3766,39,35-39,M,5146.00,6618.00,11764.00,1472.00,0.286047415
5135,53593,35,35-39,M,5159.00,6606.00,11765.00,1447.00,0.280480713
10803,3304,53,50-54,F,5722.00,6043.00,11765.00,321.00,0.056099266
5253,92706,40,40-44,M,5380.00,6385.00,11765.00,1005.00,0.186802974
14765,68516,43,40-44,F,5725.00,6040.00,11765.00,315.00,0.055021834
6713,2169,44,40-44,M,5396.00,6369.00,11765.00,973.00,0.180318755
6742,20910,45,45-49,M,5478.00,6287.00,11765.00,809.00,0.147681636
12728,3063,39,35-39,F,5697.00,6069.00,11766.00,372.00,0.065297525
4716,19107,26,Under 35,M,5514.00,6252.00,11766.00,738.00,0.133841132
8865,44136,46,45-49,M,5762.00,6004.00,11766.00,242.00,0.041999306
14138,17313,42,40-44,F,5505.00,6263.00,11768.00,758.00,0.137693006
4526,7076,40,40-44,M,5416.00,6352.00,11768.00,936.00,0.17282127
9912,2119,48,45-49,M,5372.00,6396.00,11768.00,1024.00,0.190618019
5988,6073,36,35-39,F,5581.00,6188.00,11769.00,607.00,0.108761871
11035,26726,53,50-54,M,5662.00,6107.00,11769.00,445.00,0.078594136
8261,2143,24,Under 35,F,5473.00,6296.00,11769.00,823.00,0.150374566
10655,92057,34,Under 35,F,5691.00,6078.00,11769.00,387.00,0.068002109
11237,98136,36,35-39,F,5761.00,6008.00,11769.00,247.00,0.042874501
10809,2766,48,45-49,M,5645.00,6127.00,11772.00,482.00,0.085385297
2299,45208,36,35-39,M,5267.00,6507.00,11774.00,1240.00,0.235428137
6752,32082,55,55-59,M,5528.00,6246.00,11774.00,718.00,0.129884226
6714,53593,36,35-39,M,5488.00,6287.00,11775.00,799.00,0.145590379
1917,17042,21,Under 35,M,4941.00,6834.00,11775.00,1893.00,0.383120826
1237,94305,30,Under 35,M,5920.00,5855.00,11775.00,-65.00,-0.01097973
9093,95864,50,50-54,M,5725.00,6051.00,11776.00,326.00,0.056943231
8191,2140,25,Under 35,F,5326.00,6450.00,11776.00,1124.00,0.21104018
2460,4426,43,40-44,M,5103.00,6673.00,11776.00,1570.00,0.30766216
5896,60093,40,40-44,M,5468.00,6308.00,11776.00,840.00,0.153621068
9395,2446,46,45-49,M,5652.00,6125.00,11777.00,473.00,0.08368719
12119,27526,25,Under 35,F,5591.00,6187.00,11778.00,596.00,0.106599893
11477,60561,45,45-49,M,5866.00,5913.00,11779.00,47.00,0.008012274
14408,46307,23,Under 35,F,5765.00,6014.00,11779.00,249.00,0.043191674
30613,11249,28,Under 35,M,5391.00,6389.00,11780.00,998.00,0.185123354
12412,84005,41,40-44,F,5736.00,6044.00,11780.00,308.00,0.053695955
10654,95818,37,35-39,F,5763.00,6017.00,11780.00,254.00,0.044074267
8696,19016,50,50-54,M,5537.00,6244.00,11781.00,707.00,0.127686473
4530,44875,20,Under 35,M,5051.00,6730.00,11781.00,1679.00,0.332409424
26904,28217,29,Under 35,M,5471.00,6311.00,11782.00,840.00,0.153536831
13413,59715,28,Under 35,F,5771.00,6011.00,11782.00,240.00,0.041587247
3431,2163,31,Under 35,M,5253.00,6529.00,11782.00,1276.00,0.242908814
2853,54911,32,Under 35,M,5349.00,6433.00,11782.00,1084.00,0.202654702
30096,6807,33,Under 35,M,5864.00,5920.00,11784.00,56.00,0.009549795
10862,3801,47,45-49,M,5460.00,6324.00,11784.00,864.00,0.158241758
9317,80111,36,35-39,F,5491.00,6293.00,11784.00,802.00,0.146057184
16247,90232,34,Under 35,F,5905.00,5879.00,11784.00,-26.00,-0.004403048
4252,43201,26,Under 35,M,5371.00,6414.00,11785.00,1043.00,0.194191026
7187,15222,35,35-39,M,5443.00,6342.00,11785.00,899.00,0.165166269
3348,19063,24,Under 35,M,5141.00,6644.00,11785.00,1503.00,0.292355573
7859,1267,52,50-54,M,5777.00,6009.00,11786.00,232.00,0.040159252
14228,94123,29,Under 35,F,5826.00,5960.00,11786.00,134.00,0.023000343
10859,83440,46,45-49,F,5619.00,6168.00,11787.00,549.00,0.097704218
4451,2143,26,Under 35,M,5345.00,6442.00,11787.00,1097.00,0.205238541
2984,2155,30,Under 35,M,5082.00,6706.00,11788.00,1624.00,0.319559229
973,2143,27,Under 35,M,4847.00,6942.00,11789.00,2095.00,0.432226119
17435,2472,35,35-39,F,5879.00,5911.00,11790.00,32.00,0.005443103
13067,12159,30,Under 35,F,5682.00,6108.00,11790.00,426.00,0.074973601
7604,60515,46,45-49,M,5441.00,6350.00,11791.00,909.00,0.167064878
11315,20155,37,35-39,F,5790.00,6001.00,11791.00,211.00,0.036442142
14106,94114,33,Under 35,F,5901.00,5890.00,11791.00,-11.00,-0.001864091
6551,2038,41,40-44,M,5277.00,6514.00,11791.00,1237.00,0.234413493
7243,17201,42,40-44,M,5381.00,6411.00,11792.00,1030.00,0.191414235
9231,2453,34,Under 35,F,5793.00,5999.00,11792.00,206.00,0.035560159
9155,99203,43,40-44,F,5915.00,5878.00,11793.00,-37.00,-0.006255283
5843,28779,39,35-39,M,5277.00,6516.00,11793.00,1239.00,0.234792496
24943,2116,39,35-39,M,5442.00,6351.00,11793.00,909.00,0.167034179
5959,92116,40,40-44,M,5436.00,6357.00,11793.00,921.00,0.169426049
12603,19146,29,Under 35,F,5781.00,6013.00,11794.00,232.00,0.040131465
4614,17033,30,Under 35,M,5368.00,6426.00,11794.00,1058.00,0.19709389
9975,2493,46,45-49,M,5545.00,6250.00,11795.00,705.00,0.127141569
5746,22306,48,45-49,M,5565.00,6230.00,11795.00,665.00,0.119496855
10010,2032,25,Under 35,F,5304.00,6491.00,11795.00,1187.00,0.223793363
15368,36362,33,Under 35,F,5833.00,5962.00,11795.00,129.00,0.022115549
8649,10453,41,40-44,M,5451.00,6344.00,11795.00,893.00,0.163823152
2313,97078,30,Under 35,M,5095.00,6701.00,11796.00,1606.00,0.315210991
9787,60607,45,45-49,M,5504.00,6292.00,11796.00,788.00,0.143168605
14158,32907,24,Under 35,F,5710.00,6086.00,11796.00,376.00,0.065849387
8710,80304,54,50-54,M,5594.00,6203.00,11797.00,609.00,0.108866643
7536,16056,40,40-44,M,5661.00,6136.00,11797.00,475.00,0.083907437
11685,28270,52,50-54,M,5635.00,6162.00,11797.00,527.00,0.093522626
7021,44133,37,35-39,M,5762.00,6035.00,11797.00,273.00,0.047379382
15166,6855,34,Under 35,F,5948.00,5850.00,11798.00,-98.00,-0.016476126
13965,56007,31,Under 35,F,5936.00,5863.00,11799.00,-73.00,-0.012297844
12250,94611,52,50-54,M,5861.00,5938.00,11799.00,77.00,0.01313769
7461,43214,40,40-44,M,5315.00,6484.00,11799.00,1169.00,0.219943556
10059,45140,35,35-39,F,5615.00,6185.00,11800.00,570.00,0.101513802
16069,1473,39,35-39,F,5658.00,6143.00,11801.00,485.00,0.085719335
17971,6798,36,35-39,F,5647.00,6155.00,11802.00,508.00,0.08995927
3620,2116,33,Under 35,M,5417.00,6385.00,11802.00,968.00,0.178696696
8630,10567,50,50-54,M,5542.00,6262.00,11804.00,720.00,0.129916997
14270,33158,56,55-59,M,5795.00,6009.00,11804.00,214.00,0.036928387
13409,96826,38,35-39,F,5745.00,6059.00,11804.00,314.00,0.054656223
6200,98070,37,35-39,M,5393.00,6411.00,11804.00,1018.00,0.188763212
6836,38112,39,35-39,M,5143.00,6661.00,11804.00,1518.00,0.295158468
11200,77018,42,40-44,F,5684.00,6121.00,11805.00,437.00,0.076882477
14352,78751,26,Under 35,F,5568.00,6237.00,11805.00,669.00,0.120150862
12978,30329,28,Under 35,F,5547.00,6259.00,11806.00,712.00,0.128357671
14966,28207,35,35-39,F,5787.00,6020.00,11807.00,233.00,0.040262658
9948,2460,48,45-49,M,5749.00,6058.00,11807.00,309.00,0.053748478
10481,49071,40,40-44,F,5704.00,6103.00,11807.00,399.00,0.069950912
12408,33143,28,Under 35,F,5884.00,5923.00,11807.00,39.00,0.006628144
10943,80205,23,Under 35,F,5505.00,6302.00,11807.00,797.00,0.144777475
4360,16504,42,40-44,M,5143.00,6665.00,11808.00,1522.00,0.295936224
26153,2359,24,Under 35,M,5611.00,6197.00,11808.00,586.00,0.104437712
5795,94111,39,35-39,M,5240.00,6568.00,11808.00,1328.00,0.253435115
9522,98028,50,50-54,M,5706.00,6103.00,11809.00,397.00,0.069575885
9990,28403,22,Under 35,F,5454.00,6355.00,11809.00,901.00,0.165199853
5248,60148,36,35-39,M,5255.00,6554.00,11809.00,1299.00,0.247193149
13241,29910,54,50-54,M,5270.00,6540.00,11810.00,1270.00,0.240986717
3816,44406,24,Under 35,M,5196.00,6614.00,11810.00,1418.00,0.272902232
13969,95111,41,40-44,F,5875.00,5935.00,11810.00,60.00,0.010212766
9800,28376,45,45-49,M,5718.00,6093.00,11811.00,375.00,0.065582371
7853,14625,64,60-64,M,5684.00,6127.00,11811.00,443.00,0.077938072
9251,19146,29,Under 35,F,5756.00,6056.00,11812.00,300.00,0.052119527
13589,10014,27,Under 35,F,5885.00,5927.00,11812.00,42.00,0.007136788
5015,92508,56,55-59,M,5144.00,6669.00,11813.00,1525.00,0.296461897
5551,11249,59,55-59,M,5684.00,6130.00,11814.00,446.00,0.078465869
1574,94539,21,Under 35,M,4749.00,7065.00,11814.00,2316.00,0.487681617
12902,53132,32,Under 35,F,5850.00,5964.00,11814.00,114.00,0.019487179
11527,2155,46,45-49,M,5682.00,6132.00,11814.00,450.00,0.079197466
11361,19440,49,45-49,M,5788.00,6026.00,11814.00,238.00,0.041119558
